HOMEADV,FRIENDLY,HOME,AWAY,HG,AG,DATE
1,0,Algeria,Mali,1,0,9/10/2013
1,0,Romania,Turkey,0,2,9/10/2013
1,0,Hungary,Estonia,5,1,9/10/2013
1,0,Wales,Serbia,0,3,9/10/2013
1,0,USA,Mexico,2,0,9/10/2013
1,0,Egypt,Guinea,4,2,9/10/2013
1,0,Belarus,France,2,4,9/10/2013
1,0,Jamaica,Costa Rica,1,1,9/10/2013
1,0,Ukraine,England,0,0,9/10/2013
1,0,Bolivia,Ecuador,1,1,9/10/2013
1,0,Luxembourg,Northern Ireland,3,2,9/10/2013
1,0,Lithuania,Liechtenstein,2,0,9/10/2013
1,0,Uruguay,Colombia,2,0,9/10/2013
1,0,Cyprus,Slovenia,0,2,9/10/2013
1,0,Norway,Switzerland,0,2,9/10/2013
1,0,Greece,Latvia,1,0,9/10/2013
1,0,Venezuela,Peru,3,2,9/10/2013
1,0,Iceland,Albania,2,1,9/10/2013
1,0,San Marino,Poland,1,5,9/10/2013
1,0,FYR Macedonia,Scotland,1,2,9/10/2013
1,0,Russia,Israel,3,1,9/10/2013
1,0,Malta,Bulgaria,1,2,9/10/2013
1,0,Uzbekistan,Jordan,1,1,9/10/2013
1,0,Georgia,Finland,0,1,9/10/2013
1,0,Honduras,Panama,2,2,9/10/2013
1,0,Faroe Islands,Germany,0,3,9/10/2013
1,0,Italy,Czech Republic,2,1,9/10/2013
1,0,Austria,Republic of Ireland,1,0,9/10/2013
1,0,Armenia,Denmark,0,1,9/10/2013
1,0,Slovakia,Bosnia-Herzegovina,1,2,9/10/2013
0,1,Brazil,Portugal,3,1,9/10/2013
0,1,Spain,Chile,2,2,9/10/2013
1,1,Hong Kong,Singapore,1,0,9/10/2013
1,1,Korea Republic,Croatia,1,2,9/10/2013
1,1,South Africa,Zimbabwe,1,2,9/10/2013
1,1,Nigeria,Burkina Faso,4,1,9/10/2013
0,1,Canada,Mauritania,0,1,9/10/2013
1,1,China PR,Malaysia,2,0,9/10/2013
1,1,Japan,Ghana,3,1,9/10/2013
0,1,Afghanistan,India,2,0,9/11/2013
1,1,Botswana,Burkina Faso,1,0,9/30/2013
0,1,Iraq,Yemen,3,2,10/6/2013
1,1,Lebanon,Iraq,1,1,10/8/2013
1,1,Jordan,Kuwait,1,1,10/9/2013
1,1,Qatar,Vietnam,1,2,10/9/2013
1,1,Oman,Mauritania,0,0,10/9/2013
1,1,Singapore,Laos,1,0,10/10/2013
1,0,Netherlands,Hungary,8,1,10/11/2013
1,0,Andorra,Romania,0,4,10/11/2013
1,0,Azerbaijan,Northern Ireland,2,0,10/11/2013
1,0,Colombia,Chile,3,3,10/11/2013
1,0,Argentina,Peru,3,1,10/11/2013
1,0,Wales,FYR Macedonia,1,0,10/11/2013
1,0,Moldova,San Marino,3,0,10/11/2013
1,0,Germany,Republic of Ireland,3,0,10/11/2013
1,0,Denmark,Italy,2,2,10/11/2013
1,0,USA,Jamaica,2,0,10/11/2013
1,0,Ukraine,Poland,1,0,10/11/2013
1,0,Portugal,Israel,1,1,10/11/2013
1,0,England,Montenegro,4,1,10/11/2013
1,0,Luxembourg,Russia,0,4,10/11/2013
1,0,Slovenia,Norway,3,0,10/11/2013
1,0,Mexico,Panama,2,1,10/11/2013
1,0,Spain,Belarus,2,1,10/11/2013
1,0,Greece,Slovakia,1,0,10/11/2013
1,0,Ecuador,Uruguay,1,0,10/11/2013
1,0,Iceland,Cyprus,2,0,10/11/2013
1,0,Venezuela,Paraguay,1,1,10/11/2013
1,0,Honduras,Costa Rica,1,0,10/11/2013
1,0,Sweden,Austria,2,1,10/11/2013
1,0,Estonia,Turkey,0,2,10/11/2013
1,0,Malta,Czech Republic,1,4,10/11/2013
1,0,Albania,Switzerland,1,2,10/11/2013
1,0,Faroe Islands,Kazakhstan,1,1,10/11/2013
1,0,Lithuania,Latvia,2,0,10/11/2013
1,0,Armenia,Bulgaria,2,1,10/11/2013
1,0,Croatia,Belgium,1,2,10/11/2013
1,0,Bosnia-Herzegovina,Liechtenstein,4,1,10/11/2013
1,1,Morocco,South Africa,1,1,10/11/2013
1,1,Philippines,Chinese Taipei,1,2,10/11/2013
1,1,Serbia,Japan,2,0,10/11/2013
1,1,France,Australia,6,0,10/11/2013
1,0,Côte d'Ivoire,Senegal,3,1,10/12/2013
1,0,Burkina Faso,Algeria,3,2,10/12/2013
1,1,Korea Republic,Brazil,0,2,10/12/2013
1,0,Qatar,Yemen,6,0,10/13/2013
1,0,Ethiopia,Nigeria,1,2,10/13/2013
1,0,Tunisia,Cameroon,0,0,10/13/2013
0,1,Chinese Taipei,Pakistan,0,1,10/13/2013
1,0,Jordan,Oman,0,0,10/15/2013
1,0,Lebanon,Kuwait,1,1,10/15/2013
1,0,Hong Kong,United Arab Emirates,0,4,10/15/2013
1,0,Indonesia,China PR,1,1,10/15/2013
1,0,Malaysia,Bahrain,1,1,10/15/2013
1,0,Singapore,Syria,2,1,10/15/2013
1,0,Uzbekistan,Vietnam,3,1,10/15/2013
1,0,Ghana,Egypt,6,1,10/15/2013
1,1,Philippines,Pakistan,3,1,10/15/2013
0,1,Brazil,Zambia,2,0,10/15/2013
1,1,Kyrgyzstan,Tajikistan,1,4,10/15/2013
1,1,Korea Republic,Mali,3,1,10/15/2013
1,1,Belarus,Japan,1,0,10/15/2013
1,0,Azerbaijan,Russia,1,1,10/15/2013
1,0,Portugal,Luxembourg,3,0,10/15/2013
1,0,Cyprus,Albania,0,0,10/15/2013
1,0,Greece,Liechtenstein,2,0,10/15/2013
1,0,Serbia,FYR Macedonia,5,1,10/15/2013
1,0,Belgium,Wales,1,1,10/15/2013
1,0,Scotland,Croatia,2,0,10/15/2013
1,0,Bulgaria,Czech Republic,0,1,10/15/2013
1,0,Denmark,Malta,6,0,10/15/2013
1,0,Italy,Armenia,2,2,10/15/2013
1,0,Faroe Islands,Austria,0,3,10/15/2013
1,0,Republic of Ireland,Kazakhstan,3,1,10/15/2013
1,0,Sweden,Germany,3,5,10/15/2013
1,0,Hungary,Andorra,2,0,10/15/2013
1,0,Romania,Estonia,2,0,10/15/2013
1,0,Turkey,Netherlands,0,2,10/15/2013
1,0,Norway,Iceland,1,1,10/15/2013
1,0,Switzerland,Slovenia,1,0,10/15/2013
1,0,Israel,Northern Ireland,1,1,10/15/2013
1,0,Lithuania,Bosnia-Herzegovina,0,1,10/15/2013
1,0,Latvia,Slovakia,2,2,10/15/2013
1,0,England,Poland,2,0,10/15/2013
1,0,Montenegro,Moldova,2,5,10/15/2013
1,0,San Marino,Ukraine,0,8,10/15/2013
1,0,France,Finland,3,0,10/15/2013
1,0,Spain,Georgia,2,0,10/15/2013
0,1,Canada,Australia,0,3,10/15/2013
1,0,Iran,Thailand,2,1,10/15/2013
0,0,Iraq,Saudi Arabia,0,2,10/15/2013
1,0,Costa Rica,Mexico,2,1,10/15/2013
1,0,Jamaica,Honduras,2,2,10/15/2013
1,0,Panama,USA,2,3,10/15/2013
1,0,Chile,Ecuador,2,1,10/15/2013
1,0,Paraguay,Colombia,1,2,10/15/2013
1,0,Uruguay,Argentina,3,2,10/15/2013
1,0,Peru,Bolivia,1,1,10/15/2013
1,1,Jordan,Nigeria,1,0,10/28/2013
1,1,Indonesia,Kyrgyzstan,4,0,11/1/2013
0,1,Jordan,Zambia,1,0,11/6/2013
1,1,Kuwait,Malaysia,3,0,11/8/2013
1,1,United Arab Emirates,Philippines,4,0,11/9/2013
1,1,Bahrain,Lebanon,1,0,11/9/2013
0,1,Iraq,Syria,2,1,11/11/2013
1,0,Mexico,New Zealand,5,1,11/13/2013
1,0,Jordan,Uruguay,0,5,11/13/2013
1,1,Curacao,Aruba,2,0,11/14/2013
1,1,Belgium,Colombia,0,2,11/14/2013
1,1,Estonia,Azerbaijan,2,1,11/15/2013
1,1,Scotland,USA,0,0,11/15/2013
1,1,Italy,Germany,1,1,11/15/2013
1,1,India,Philippines,1,1,11/15/2013
1,1,Korea Republic,Switzerland,2,1,11/15/2013
1,1,Denmark,Norway,2,1,11/15/2013
1,1,England,Chile,0,2,11/15/2013
1,1,Czech Republic,Canada,2,0,11/15/2013
1,1,Poland,Slovakia,0,2,11/15/2013
0,1,Russia,Serbia,1,1,11/15/2013
1,1,Turkey,Northern Ireland,1,0,11/15/2013
0,1,Belarus,Albania,0,0,11/15/2013
1,1,Jamaica,Trinidad and Tobago,0,1,11/15/2013
1,1,Swaziland,South Africa,0,3,11/15/2013
0,0,Syria,Singapore,4,0,11/15/2013
0,0,Yemen,Qatar,1,4,11/15/2013
0,1,Libya,Niger,1,1,11/15/2013
1,0,Bahrain,Malaysia,1,0,11/15/2013
1,0,Kuwait,Lebanon,0,0,11/15/2013
1,0,Thailand,Iran,0,3,11/15/2013
1,0,Vietnam,Uzbekistan,0,3,11/15/2013
1,0,Iceland,Croatia,0,0,11/15/2013
1,0,Saudi Arabia,Iraq,2,1,11/15/2013
1,0,United Arab Emirates,Hong Kong,4,0,11/15/2013
1,0,China PR,Indonesia,1,0,11/15/2013
1,0,Portugal,Sweden,1,0,11/15/2013
1,1,Republic of Ireland,Latvia,3,0,11/15/2013
0,1,Ecuador,Argentina,0,0,11/15/2013
1,0,Ukraine,France,2,0,11/15/2013
1,0,Greece,Romania,3,1,11/15/2013
1,1,Wales,Finland,1,1,11/16/2013
0,1,Honduras,Brazil,0,5,11/16/2013
1,1,Uganda,Rwanda,0,0,11/16/2013
1,1,Equatorial Guinea,Spain,1,2,11/16/2013
1,1,Laos,Guam,1,1,11/16/2013
1,1,Curacao,Suriname,1,3,11/16/2013
1,1,Netherlands,Japan,2,2,11/16/2013
1,0,Nigeria,Ethiopia,2,0,11/16/2013
0,0,Senegal,Côte d'Ivoire,1,1,11/16/2013
1,1,Luxembourg,Montenegro,1,4,11/17/2013
1,0,Cameroon,Tunisia,4,1,11/17/2013
0,1,Libya,Benin,1,0,11/18/2013
0,1,Italy,Nigeria,2,2,11/18/2013
1,1,Moldova,Lithuania,1,1,11/18/2013
0,1,Argentina,Bosnia-Herzegovina,2,0,11/18/2013
1,0,China PR,Saudi Arabia,0,0,11/19/2013
1,0,Indonesia,Iraq,0,2,11/19/2013
0,0,Syria,Oman,0,1,11/19/2013
1,0,Hong Kong,Uzbekistan,0,2,11/19/2013
1,0,Malaysia,Qatar,0,1,11/19/2013
1,1,Kyrgyzstan,Azerbaijan,0,0,11/19/2013
1,1,Tanzania,Zimbabwe,0,0,11/19/2013
1,0,Lebanon,Iran,1,4,11/19/2013
1,1,Australia,Costa Rica,1,0,11/19/2013
1,0,Bahrain,Yemen,2,0,11/19/2013
1,1,India,Nepal,2,0,11/19/2013
0,1,Russia,Korea Republic,2,1,11/19/2013
1,0,Kuwait,Thailand,3,1,11/19/2013
1,0,United Arab Emirates,Vietnam,5,0,11/19/2013
1,0,Egypt,Ghana,2,1,11/19/2013
1,0,Algeria,Burkina Faso,1,0,11/19/2013
1,1,Liechtenstein,Estonia,0,3,11/19/2013
1,1,Norway,Scotland,0,1,11/19/2013
1,1,Slovenia,Canada,1,0,11/19/2013
1,1,Turkey,Belarus,2,1,11/19/2013
1,1,Malta,Faroe Islands,3,2,11/19/2013
1,1,Namibia,Mozambique,0,0,11/19/2013
1,1,Netherlands,Colombia,0,0,11/19/2013
1,0,Romania,Greece,1,1,11/19/2013
1,1,South Africa,Spain,1,0,11/19/2013
1,0,Croatia,Iceland,2,0,11/19/2013
1,0,Sweden,Portugal,2,3,11/19/2013
1,0,France,Ukraine,3,0,11/19/2013
1,1,Austria,USA,1,0,11/19/2013
1,1,England,Germany,0,1,11/19/2013
1,1,Poland,Republic of Ireland,0,0,11/19/2013
1,1,Belgium,Japan,2,3,11/19/2013
0,1,Brazil,Chile,2,1,11/19/2013
0,1,Honduras,Ecuador,2,2,11/19/2013
1,1,Trinidad and Tobago,Jamaica,2,0,11/19/2013
1,0,New Zealand,Mexico,2,4,11/20/2013
1,0,Uruguay,Jordan,0,0,11/20/2013
1,1,Cambodia,Singapore,1,0,11/24/2013
0,1,Maldives,Seychelles,3,1,11/27/2013
1,1,Kenya,Ethiopia,0,0,11/27/2013
0,1,Somalia,Burundi,2,0,11/28/2013
0,1,Zambia,Tanzania,1,1,11/28/2013
0,1,Maldives,Seychelles,2,1,11/29/2013
0,1,Eritrea,Sudan,3,0,11/29/2013
0,1,Rwanda,Uganda,1,0,11/29/2013
1,1,Kenya,South sudan,1,3,11/30/2013
1,1,Dominica,St. Lucia,1,0,11/30/2013
0,1,Tanzania,Somalia,0,1,12/1/2013
0,1,Burundi,Zambia,1,0,12/1/2013
1,1,Dominica,St. Lucia,0,1,12/1/2013
0,1,Rwanda,Sudan,1,0,12/2/2013
0,1,Uganda,Eritrea,0,3,12/2/2013
0,1,Ethiopia,South Sudan,0,2,12/3/2013
0,1,Burundi,Tanzania,1,0,12/4/2013
0,1,Zambia,Somalia,0,4,12/4/2013
0,1,Eritrea,Rwanda,1,0,12/5/2013
0,1,Sudan,Uganda,1,0,12/5/2013
0,1,Tanzania,Uganda,2,2,12/7/2013
1,1,Kenya,Rwanda,0,1,12/7/2013
0,1,Burundi,Zambia,0,0,12/8/2013
0,1,Sudan,Ethiopia,0,2,12/8/2013
0,1,Sudan,Zambia,1,2,12/10/2013
1,1,Kenya,Tanzania,0,1,12/10/2013
0,1,Zambia,Tanzania,1,1,12/12/2013
1,1,Kenya,Sudan,0,2,12/12/2013
1,1,Qatar,Bahrain,1,1,12/21/2013
1,1,Qatar,Palestine,0,1,12/25/2013
0,1,Bahrain,Oman,0,0,12/25/2013
0,1,Jordan,Lebanon,0,0,12/26/2013
0,1,Lebanon,Kuwait,2,0,12/29/2013
0,1,Gabon,Zimbabwe,2,0,1/7/2014
0,1,Bahrain,Kuwait,0,0,1/7/2014
1,1,Qatar,Jordan,0,2,1/7/2014
1,1,South Africa,Mozambique,3,1,1/11/2014
0,1,Mali,Nigeria,2,1,1/11/2014
0,1,Zimbabwe,Morocco,0,0,1/12/2014
0,1,Uganda,Burkina Faso,2,1,1/12/2014
0,1,Ghana,Congo,1,0,1/13/2014
0,1,Libya,Ethiopia,2,0,1/13/2014
0,1,Congo DR,Mauritania,1,0,1/14/2014
0,1,Gabon,Burundi,0,0,1/14/2014
0,1,Norway,Moldova,2,1,1/15/2014
1,1,South Africa,Mali,1,1,1/15/2014
0,1,Nigeria,Mozambique,4,2,1/15/2014
0,1,Zimbabwe,Uganda,0,0,1/16/2014
0,1,Burkina Faso,Morocco,1,1,1/16/2014
0,1,Sweden,Moldova,2,1,1/17/2014
0,1,Ghana,Libya,1,1,1/17/2014
0,1,Ethiopia,Congo,0,1,1/17/2014
0,1,Norway,Poland,0,3,1/18/2014
0,1,Congo DR,Gabon,0,1,1/18/2014
0,1,Burundi,Mauritania,3,2,1/18/2014
0,1,Mozambique,Mali,1,2,1/19/2014
1,1,South Africa,Nigeria,1,3,1/19/2014
0,1,Poland,Moldova,1,0,1/20/2014
0,1,Morocco,Uganda,3,1,1/20/2014
0,1,Burkina Faso,Zimbabwe,0,1,1/20/2014
0,1,Sweden,Iceland,2,0,1/21/2014
0,1,Ethiopia,Ghana,0,1,1/21/2014
0,1,Congo,Libya,2,2,1/21/2014
1,1,Chile,Costa Rica,4,0,1/22/2014
0,1,Mauritania,Gabon,2,4,1/22/2014
0,1,Burundi,Congo DR,1,2,1/22/2014
1,1,Oman,Finland,0,0,1/24/2014
0,1,Morocco,Nigeria,3,4,1/25/2014
0,1,Mali,Zimbabwe,1,2,1/25/2014
0,1,Costa Rica,Korea Republic,0,1,1/25/2014
0,1,Ghana,Congo DR,1,0,1/26/2014
0,1,Gabon,Libya,1,1,1/26/2014
0,1,Zimbabwe,Libya,0,0,1/29/2014
0,1,Nigeria,Ghana,0,0,1/29/2014
0,1,Mexico,Korea Republic,4,0,1/29/2014
1,0,Oman,Jordan,0,0,1/31/2014
0,1,Zimbabwe,Nigeria,0,1,2/1/2014
0,1,Libya,Ghana,0,0,2/1/2014
1,1,USA,Korea Republic,2,0,2/1/2014
1,0,Singapore,Jordan,1,3,2/4/2014
1,1,St. Vincent / Grenadines,Dominica,3,2,2/7/2014
1,1,St. Vincent / Grenadines,Dominica,0,0,2/9/2014
1,1,Lebanon,Pakistan,3,1,2/19/2014
0,1,Iraq,Korea DPR,2,0,2/21/2014
1,1,Malaysia,Philippines,0,0,3/1/2014
0,1,Barbados,Jamaica,0,2,3/2/2014
1,0,Iran,Kuwait,3,2,3/3/2014
0,0,Malaysia,Yemen,2,1,3/5/2014
1,0,Jordan,Syria,2,1,3/5/2014
1,1,Andorra,Moldova,0,3,3/5/2014
1,1,Turkey,Sweden,2,1,3/5/2014
0,1,Lithuania,Kazakhstan,1,1,3/5/2014
0,1,Mexico,Nigeria,0,0,3/5/2014
1,0,Thailand,Lebanon,2,5,3/5/2014
0,1,Colombia,Tunisia,1,1,3/5/2014
1,1,Malawi,Zimbabwe,1,4,3/5/2014
1,1,Algeria,Slovenia,2,0,3/5/2014
1,1,Belgium,Côte d'Ivoire,2,2,3/5/2014
1,1,Romania,Argentina,0,0,3/5/2014
1,1,Burundi,Rwanda,1,1,3/5/2014
1,1,Wales,Iceland,3,1,3/5/2014
1,0,Qatar,Bahrain,0,0,3/5/2014
0,0,Iraq,China PR,3,1,3/5/2014
0,1,Azerbaijan,Philippines,1,0,3/5/2014
1,1,Republic of Ireland,Serbia,1,2,3/5/2014
1,1,Botswana,South Sudan,3,0,3/5/2014
1,1,St. Lucia,Jamaica,0,5,3/5/2014
1,1,Hungary,Finland,1,2,3/5/2014
1,0,Vietnam,Hong Kong,3,1,3/5/2014
0,1,Bosnia-Herzegovina,Egypt,0,2,3/5/2014
1,0,Saudi Arabia,Indonesia,1,0,3/5/2014
1,1,South Africa,Brazil,0,5,3/5/2014
1,1,Austria,Uruguay,1,1,3/5/2014
1,1,Russia,Armenia,2,0,3/5/2014
0,1,Ukraine,USA,2,0,3/5/2014
1,1,Portugal,Cameroon,5,1,3/5/2014
1,1,England,Denmark,1,0,3/5/2014
0,1,Australia,Ecuador,3,4,3/5/2014
1,1,Luxembourg,Cape Verde Islands,0,0,3/5/2014
1,1,Spain,Italy,1,0,3/5/2014
1,1,Mozambique,Angola,1,1,3/5/2014
1,1,India,Bangladesh,2,2,3/5/2014
1,1,Morocco,Gabon,1,1,3/5/2014
0,1,Burkina Faso,Comoros,1,1,3/5/2014
1,0,Oman,Singapore,3,1,3/5/2014
1,1,Zambia,Uganda,2,1,3/5/2014
1,1,Israel,Slovakia,1,3,3/5/2014
1,1,Cyprus,Northern Ireland,0,0,3/5/2014
1,1,Mauritania,Niger,1,1,3/5/2014
1,1,France,Netherlands,2,0,3/5/2014
1,1,Greece,Korea Republic,0,2,3/5/2014
1,1,Montenegro,Ghana,1,0,3/5/2014
1,1,Czech Republic,Norway,2,2,3/5/2014
0,1,Senegal,Mali,1,1,3/5/2014
0,1,Costa Rica,Paraguay,2,1,3/5/2014
1,1,Honduras,Venezuela,2,1,3/5/2014
1,1,FYR Macedonia,Latvia,2,1,3/5/2014
1,1,Bulgaria,Belarus,2,1,3/5/2014
1,1,Switzerland,Croatia,2,2,3/5/2014
1,1,Germany,Chile,1,0,3/5/2014
1,0,Uzbekistan,United Arab Emirates,1,1,3/5/2014
1,1,Georgia,Liechtenstein,2,0,3/5/2014
1,1,Iran,Guinea,1,2,3/5/2014
1,1,Albania,Malta,2,0,3/5/2014
1,1,Japan,New Zealand,4,2,3/5/2014
1,1,Poland,Scotland,0,1,3/5/2014
1,1,Namibia,Tanzania,1,1,3/5/2014
1,1,Lesotho,Swaziland,0,1,3/7/2014
1,1,Lesotho,Swaziland,0,0,3/9/2014
0,1,Yemen,Nepal,2,0,3/25/2014
0,1,Indonesia,Andorra,1,0,3/26/2014
1,1,Aruba,Guam,2,2,3/27/2014
0,1,Indonesia,Cuba,0,1,3/29/2014
1,1,Aruba,Guam,2,0,3/30/2014
1,1,USA,Mexico,2,2,4/2/2014
0,1,Philippines,Nepal,3,0,4/11/2014
1,0,Mauritania,Mauritius,1,0,4/12/2014
0,1,Afghanistan,Kyrgyzstan,0,0,4/13/2014
0,1,Yemen,Chad,0,0,4/15/2014
1,0,Mauritius,Mauritania,0,2,4/20/2014
1,1,Philippines,Malaysia,0,0,4/27/2014
0,1,Grenada,St. Vincent / Grenadines,0,0,4/30/2014
1,1,Dominica,St. Lucia,0,2,4/30/2014
0,1,Grenada,St. Lucia,0,1,5/2/2014
1,1,Dominica,St. Vincent / Grenadines,2,3,5/2/2014
1,1,Tajikistan,Afghanistan,1,0,5/4/2014
1,1,Dominica,Grenada,3,5,5/4/2014
0,1,Afghanistan,Kyrgyzstan,1,0,5/12/2014
1,1,Germany,Poland,0,0,5/13/2014
1,1,Kuwait,Afghanistan,3,2,5/14/2014
1,1,Kuwait,Kyrgyzstan,2,2,5/16/2014
1,1,Netherlands,Ecuador,1,1,5/17/2014
1,0,Malawi,Chad,2,0,5/17/2014
1,0,Mauritania,Equatorial Guinea,1,0,5/17/2014
1,0,Sao Tome e Principe,Benin,0,2,5/17/2014
1,0,Namibia,Congo,1,0,5/17/2014
0,0,Central African Republic,Guinea-Bissau,0,0,5/18/2014
1,0,Burundi,Botswana,0,0,5/18/2014
1,0,Tanzania,Zimbabwe,1,0,5/18/2014
0,1,Iran,Belarus,0,0,5/18/2014
1,0,Swaziland,Sierra Leone,1,1,5/18/2014
1,0,Madagascar,Uganda,2,1,5/18/2014
1,0,Mozambique,South Sudan,5,0,5/18/2014
1,0,Kenya,Comoros,1,0,5/18/2014
1,0,Liberia,Lesotho,1,0,5/18/2014
0,0,Libya,Rwanda,0,0,5/18/2014
0,0,Palestine,Kyrgyzstan,1,0,5/19/2014
1,0,Maldives,Myanmar,2,3,5/19/2014
0,0,Laos,Turkmenistan,1,5,5/20/2014
0,0,Afghanistan,Philippines,0,0,5/20/2014
1,1,Finland,Czech Republic,2,2,5/21/2014
0,0,Myanmar,Palestine,0,2,5/21/2014
1,0,Maldives,Kyrgyzstan,2,0,5/21/2014
1,1,Burkina Faso,Senegal,1,1,5/21/2014
1,1,Liechtenstein,Belarus,1,5,5/21/2014
0,0,Philippines,Laos,2,0,5/22/2014
0,0,Turkmenistan,Afghanistan,1,3,5/22/2014
1,1,Hungary,Denmark,2,2,5/22/2014
1,1,Ukraine,Niger,2,1,5/22/2014
0,0,Myanmar,Kyrgyzstan,0,1,5/23/2014
0,1,Morocco,Mozambique,4,0,5/23/2014
1,0,Maldives,Palestine,0,0,5/23/2014
0,1,Bulgaria,Canada,1,1,5/23/2014
1,1,Slovakia,Montenegro,2,0,5/23/2014
0,0,Laos,Afghanistan,0,0,5/24/2014
0,1,Saudi Arabia,Moldova,0,4,5/24/2014
0,0,Turkmenistan,Philippines,0,2,5/24/2014
1,1,Thailand,Kuwait,1,1,5/25/2014
0,1,Mali,Guinea,1,2,5/25/2014
1,1,Republic of Ireland,Turkey,1,2,5/25/2014
0,1,Serbia,Jamaica,2,1,5/26/2014
0,1,Montenegro,Iran,0,0,5/26/2014
0,1,FYR Macedonia,Cameroon,0,2,5/26/2014
1,1,Russia,Slovakia,1,0,5/26/2014
1,1,Australia,South Africa,1,1,5/26/2014
1,1,Uzbekistan,Oman,0,1,5/27/2014
0,1,United Arab Emirates,Armenia,3,4,5/27/2014
0,0,Palestine,Afghanistan,2,0,5/27/2014
1,0,Maldives,Philippines,2,3,5/27/2014
0,1,Moldova,Canada,1,1,5/27/2014
1,1,France,Norway,4,0,5/27/2014
1,1,Japan,Cyprus,1,0,5/27/2014
1,1,USA,Azerbaijan,2,0,5/27/2014
1,1,Denmark,Sweden,1,0,5/28/2014
0,1,Angola,Morocco,2,0,5/28/2014
0,1,Nigeria,Scotland,2,2,5/28/2014
1,1,Mexico,Israel,3,0,5/28/2014
1,1,Korea Republic,Tunisia,0,1,5/28/2014
0,1,Saudi Arabia,Georgia,0,2,5/29/2014
0,1,Cameroon,Paraguay,1,2,5/29/2014
1,1,Latvia,Estonia,0,0,5/29/2014
1,0,Maldives,Afghanistan,1,1,5/29/2014
1,1,Uzbekistan,Oman,0,1,5/29/2014
1,1,Lithuania,Finland,1,0,5/29/2014
0,1,Honduras,Turkey,0,2,5/29/2014
1,1,New Zealand,South Africa,0,0,5/30/2014
0,1,Iran,Angola,1,1,5/30/2014
1,1,Austria,Iceland,1,1,5/30/2014
0,0,South Sudan,Mozambique,0,0,5/30/2014
1,1,England,Peru,3,0,5/30/2014
1,1,Switzerland,Jamaica,1,0,5/30/2014
0,0,Palestine,Philippines,1,0,5/30/2014
1,0,Comoros,Kenya,1,1,5/30/2014
1,1,Uruguay,Northern Ireland,1,0,5/30/2014
1,0,Aruba,Turks and Caicos Islands,1,0,5/30/2014
1,1,Chile,Egypt,3,2,5/30/2014
1,1,Spain,Bolivia,2,0,5/30/2014
1,0,Montserrat,US Virgin Islands,1,0,5/30/2014
0,1,Bosnia-Herzegovina,Côte d'Ivoire,2,1,5/30/2014
0,1,Mexico,Ecuador,3,1,5/31/2014
1,0,Guinea-Bissau,Central African Republic,3,1,5/31/2014
0,1,Panama,Serbia,1,1,5/31/2014
0,1,Colombia,Senegal,2,2,5/31/2014
1,0,Sierra Leone,Swaziland,1,0,5/31/2014
1,0,Uganda,Madagascar,1,0,5/31/2014
1,0,Rwanda,Libya,3,0,5/31/2014
1,1,Latvia,Lithuania,1,0,5/31/2014
1,1,Portugal,Greece,0,0,5/31/2014
0,1,Italy,Republic of Ireland,0,0,5/31/2014
1,0,Chad,Malawi,3,1,5/31/2014
1,1,Croatia,Mali,2,1,5/31/2014
1,1,Norway,Russia,1,1,5/31/2014
1,1,Netherlands,Ghana,1,0,5/31/2014
0,1,Algeria,Armenia,3,1,5/31/2014
0,1,Finland,Estonia,2,0,5/31/2014
0,1,Albania,Romania,0,1,5/31/2014
1,0,Zimbabwe,Tanzania,2,2,6/1/2014
1,1,USA,Turkey,2,1,6/1/2014
0,1,Honduras,Israel,2,4,6/1/2014
1,0,Botswana,Burundi,1,0,6/1/2014
1,0,Equatorial Guinea,Mauritania,3,0,6/1/2014
1,0,Lesotho,Liberia,2,0,6/1/2014
1,1,Germany,Cameroon,2,2,6/1/2014
1,1,France,Paraguay,1,1,6/1/2014
1,0,Aruba,British Virgin Islands,7,0,6/1/2014
1,0,Congo,Namibia,3,0,6/1/2014
1,0,Benin,Sao Tome e Principe,2,0,6/1/2014
1,1,Sweden,Belgium,0,2,6/1/2014
0,1,Costa Rica,Japan,1,3,6/2/2014
0,1,Greece,Nigeria,0,0,6/3/2014
0,1,Mexico,Bosnia-Herzegovina,0,1,6/3/2014
1,1,Brazil,Panama,4,0,6/3/2014
1,1,Switzerland,Peru,2,0,6/3/2014
0,1,United Arab Emirates,Georgia,1,0,6/3/2014
1,1,Czech Republic,Austria,1,2,6/3/2014
0,0,British Virgin Islands,Turks and Caicos Islands,0,2,6/3/2014
1,1,Netherlands,Wales,2,0,6/4/2014
1,1,Hungary,Albania,1,0,6/4/2014
1,1,Argentina,Trinidad and Tobago,3,0,6/4/2014
0,1,El Salvador,Côte d'Ivoire,1,2,6/4/2014
0,1,Algeria,Romania,2,1,6/4/2014
0,1,Jamaica,Egypt,2,2,6/4/2014
0,1,Ecuador,England,2,2,6/4/2014
1,1,Uruguay,Slovenia,2,0,6/4/2014
1,1,Italy,Luxembourg,1,1,6/4/2014
1,1,Iceland,Estonia,1,0,6/4/2014
1,1,Chile,Northern Ireland,2,0,6/4/2014
0,1,Colombia,Jordan,3,0,6/6/2014
0,1,Costa Rica,Republic of Ireland,1,1,6/6/2014
0,1,Mexico,Portugal,0,1,6/6/2014
1,1,Poland,Lithuania,2,1,6/6/2014
0,1,Greece,Bolivia,2,1,6/6/2014
